Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Spending,Has_child,Living_With,Children
Postgraduate,Single,35791.0,With_Kid,With_Teen,2013-05-06,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,60,35,1,Single,3
Postgraduate,Together,162397.0,With_Kid,With_Teen,2013-06-03,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,49,107,1,Partner,2
Graduate,Widow,54162.0,With_Kid,With_Teen,2013-03-18,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,47,42,1,Single,2
Postgraduate,Married,30522.0,Without_Kid,With_Teen,2012-08-17,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,65,326,1,Partner,1
Postgraduate,Married,54456.0,Without_Kid,With_Teen,2013-07-11,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,64,404,1,Partner,1
Graduate,Single,31632.0,Without_Kid,Without_Teen,2013-07-14,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,54,95,0,Single,0
Graduate,Widow,72298.0,Without_Kid,Without_Teen,2014-03-10,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,76,939,0,Single,0
Undergraduate,Single,36975.0,With_Kid,Without_Teen,2013-12-28,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,47,33,1,Single,1
Undergraduate,Married,72635.0,Without_Kid,Without_Teen,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,70,981,0,Partner,0
Graduate,Married,13624.0,With_Kid,Without_Teen,2013-01-20,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,49,36,1,Partner,1
Graduate,Single,84196.0,Without_Kid,With_Teen,2013-06-03,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,50,1237,1,Single,1
Graduate,Together,70971.0,Without_Kid,With_Teen,2012-09-21,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,65,1825,1,Partner,1
Postgraduate,Divorced,34487.0,With_Kid,With_Teen,2012-09-06,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,48,103,1,Single,2
Graduate,Single,28769.0,With_Kid,Without_Teen,2012-12-18,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,48,191,1,Single,1
Postgraduate,Married,69084.0,With_Kid,Without_Teen,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,55,1586,1,Partner,1
Postgraduate,Together,65488.0,Without_Kid,Without_Teen,2014-06-13,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,67,963,0,Partner,0
Undergraduate,Married,62466.0,Without_Kid,With_Teen,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,55,889,1,Partner,1
Undergraduate,Single,32218.0,Without_Kid,Without_Teen,2014-02-15,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,65,93,0,Single,0
Graduate,Single,83917.0,Without_Kid,Without_Teen,2013-04-18,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,52,1587,0,Single,0
Graduate,Divorced,46102.0,With_Kid,With_Teen,2014-03-10,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,63,16,1,Single,3
Graduate,Single,84574.0,Without_Kid,Without_Teen,2013-06-04,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,73,1375,0,Single,0
Graduate,Married,56181.0,Without_Kid,With_Teen,2013-01-08,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,63,393,1,Partner,1
Postgraduate,Divorced,63120.0,Without_Kid,With_Teen,2012-09-28,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,75,1477,1,Single,1
Graduate,Married,73691.0,Without_Kid,With_Teen,2013-11-06,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,54,1179,1,Partner,1
Graduate,Together,63381.0,Without_Kid,With_Teen,2012-10-05,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,65,1005,1,Partner,1
Postgraduate,Together,76140.0,Without_Kid,Without_Teen,2014-05-13,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,77,1348,0,Partner,0
Postgraduate,Divorced,62859.0,Without_Kid,With_Teen,2012-12-30,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,66,1307,1,Single,1
Graduate,Single,45906.0,Without_Kid,With_Teen,2013-05-07,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,61,486,1,Single,1
Postgraduate,Together,77632.0,Without_Kid,Without_Teen,2013-03-10,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,78,2252,0,Partner,0
Postgraduate,Married,46463.0,With_Kid,With_Teen,2013-08-18,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,54,235,1,Partner,2
Graduate,Together,105471.0,Without_Kid,Without_Teen,2013-01-21,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,55,1724,0,Partner,0
Postgraduate,Divorced,55282.0,With_Kid,Without_Teen,2013-12-13,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,55,235,1,Single,1
Postgraduate,Married,78710.0,Without_Kid,With_Teen,2014-05-23,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,48,1092,1,Partner,1
Graduate,Together,66886.0,Without_Kid,With_Teen,2013-09-16,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,67,599,1,Partner,1
Postgraduate,Single,98777.0,Without_Kid,Without_Teen,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,65,2008,0,Single,0
Graduate,Together,29103.0,With_Kid,Without_Teen,2012-08-27,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,40,48,1,Partner,1
Graduate,Married,67445.0,Without_Kid,With_Teen,2012-08-12,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,51,1174,1,Partner,1
Postgraduate,Together,50616.0,Without_Kid,With_Teen,2014-04-13,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,75,67,1,Partner,1
Graduate,Divorced,49431.0,Without_Kid,With_Teen,2012-08-03,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,70,365,1,Single,1
Graduate,Divorced,153924.0,Without_Kid,Without_Teen,2014-02-07,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,50,6,0,Single,0
Graduate,Together,61278.0,Without_Kid,With_Teen,2014-01-04,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,72,165,1,Partner,1
Undergraduate,Together,26490.0,Without_Kid,Without_Teen,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,67,210,0,Partner,0
Postgraduate,Together,73059.0,Without_Kid,With_Teen,2013-08-31,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,78,1095,1,Partner,1
Postgraduate,Single,46734.0,With_Kid,With_Teen,2013-10-21,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,59,223,1,Single,3
Graduate,Together,56253.0,Without_Kid,With_Teen,2012-12-07,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,62,597,1,Partner,1
Graduate,Married,19986.0,With_Kid,Without_Teen,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,40,22,1,Partner,1
Graduate,Widow,58330.0,Without_Kid,With_Teen,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,50,1064,1,Single,1
Undergraduate,Married,25965.0,Without_Kid,Without_Teen,2012-09-07,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,45,74,0,Partner,0
Postgraduate,Together,14661.0,Without_Kid,Without_Teen,2013-01-01,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,69,26,0,Partner,0
Graduate,Married,18690.0,Without_Kid,Without_Teen,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,66,60,0,Partner,0
Postgraduate,Together,45068.0,Without_Kid,With_Teen,2013-05-16,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,51,20,1,Partner,1
Undergraduate,Single,21063.0,With_Kid,Without_Teen,2013-09-25,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,38,59,1,Single,1
Postgraduate,Married,29187.0,With_Kid,Without_Teen,2013-05-09,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,57,34,1,Partner,1
Undergraduate,Married,54690.0,With_Kid,With_Teen,2013-11-07,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,54,198,1,Partner,2
Postgraduate,Married,59304.0,Without_Kid,With_Teen,2013-07-29,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,61,1048,1,Partner,1
Postgraduate,Single,59247.0,Without_Kid,With_Teen,2013-11-08,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,63,574,1,Single,2
Graduate,Widow,66731.0,Without_Kid,With_Teen,2012-09-12,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,55,1029,1,Single,1
Graduate,Married,77353.0,Without_Kid,With_Teen,2013-12-16,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,45,670,1,Partner,1
Postgraduate,Single,52614.0,Without_Kid,With_Teen,2012-12-01,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,50,990,1,Single,1
Graduate,Married,26751.0,With_Kid,Without_Teen,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,51,11,1,Partner,2
Postgraduate,Married,81300.0,Without_Kid,With_Teen,2012-10-30,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,62,1241,1,Partner,1
Graduate,Single,70337.0,Without_Kid,Without_Teen,2014-01-02,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,46,576,0,Single,0
Undergraduate,Married,36145.0,With_Kid,Without_Teen,2013-06-16,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,40,172,1,Partner,1
Postgraduate,Single,65295.0,Without_Kid,Without_Teen,2013-12-23,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,45,664,0,Single,0
Graduate,Divorced,68118.0,Without_Kid,With_Teen,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,62,928,1,Single,1
Graduate,Divorced,68743.0,Without_Kid,Without_Teen,2012-08-30,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,58,2074,0,Single,0
Undergraduate,Together,41039.0,Without_Kid,Without_Teen,2013-07-25,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,43,467,0,Partner,0
Graduate,Together,38946.0,Without_Kid,With_Teen,2013-10-24,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,70,257,1,Partner,1
Graduate,Together,65777.0,Without_Kid,Without_Teen,2013-12-19,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,58,1146,0,Partner,0
Postgraduate,Divorced,66476.0,Without_Kid,With_Teen,2013-03-07,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,49,689,1,Single,1
Postgraduate,Single,86857.0,Without_Kid,Without_Teen,2012-09-12,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,53,2114,0,Single,0
Postgraduate,Married,160803.0,Without_Kid,Without_Teen,2012-08-04,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,43,1717,0,Partner,0
Postgraduate,Together,77845.0,Without_Kid,Without_Teen,2014-05-16,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,36,1346,0,Partner,0
Postgraduate,Together,69476.0,Without_Kid,Without_Teen,2013-09-30,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,56,1044,0,Partner,0
Postgraduate,Divorced,50611.0,Without_Kid,With_Teen,2012-10-04,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,65,493,1,Single,1
Graduate,Single,61209.0,Without_Kid,Without_Teen,2013-08-25,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,55,957,0,Single,0
Postgraduate,Together,42315.0,Without_Kid,With_Teen,2013-07-12,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,67,270,1,Partner,1
Undergraduate,Together,13084.0,Without_Kid,Without_Teen,2013-11-02,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,73,29,0,Partner,0
Postgraduate,Widow,47570.0,With_Kid,With_Teen,2013-05-29,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,76,121,1,Single,2
Postgraduate,Married,61923.0,Without_Kid,With_Teen,2013-07-26,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,64,126,1,Partner,2
Graduate,Single,34824.0,Without_Kid,Without_Teen,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,30,23,0,Single,0
Postgraduate,Single,26518.0,With_Kid,With_Teen,2013-04-08,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,76,57,1,Single,2
Graduate,Single,45938.0,Without_Kid,Without_Teen,2013-11-03,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,64,636,0,Single,0
Graduate,Together,78468.0,Without_Kid,Without_Teen,2014-04-09,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,65,1004,0,Partner,0
Graduate,Divorced,78901.0,Without_Kid,With_Teen,2013-09-17,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,52,734,1,Single,1
Graduate,Married,71427.0,With_Kid,Without_Teen,2014-03-12,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,47,614,1,Partner,2
Graduate,Divorced,71022.0,Without_Kid,With_Teen,2014-02-11,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,47,1453,1,Single,1
Postgraduate,Single,90247.0,Without_Kid,Without_Teen,2014-04-29,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,37,1621,0,Single,0
Postgraduate,Divorced,41335.0,With_Kid,Without_Teen,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,57,187,1,Single,1
Graduate,Married,71952.0,With_Kid,Without_Teen,2013-01-10,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,39,1443,1,Partner,1
Postgraduate,Divorced,35682.0,With_Kid,Without_Teen,2014-06-27,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,55,57,1,Single,1
Graduate,Divorced,43185.0,Without_Kid,With_Teen,2013-04-10,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,74,637,1,Single,1
Postgraduate,Together,66375.0,Without_Kid,With_Teen,2013-11-21,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,77,948,1,Partner,1
Postgraduate,Married,35178.0,With_Kid,Without_Teen,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,54,59,1,Partner,1
Graduate,Married,25252.0,With_Kid,Without_Teen,2013-07-12,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,39,18,1,Partner,1
Postgraduate,Single,55250.0,Without_Kid,With_Teen,2012-10-21,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,60,903,1,Single,1
Graduate,Single,33249.0,With_Kid,Without_Teen,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,50,112,1,Single,1
Graduate,Together,58398.0,Without_Kid,Without_Teen,2013-05-14,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,72,596,0,Partner,0
Graduate,Together,50272.0,With_Kid,Without_Teen,2013-08-07,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,43,233,1,Partner,1
Postgraduate,Married,76618.0,Without_Kid,Without_Teen,2012-12-07,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,50,1511,0,Partner,0
Undergraduate,Divorced,87305.0,Without_Kid,Without_Teen,2012-09-23,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,65,1152,0,Single,0
Graduate,Together,25851.0,With_Kid,Without_Teen,2013-02-11,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,47,48,1,Partner,1
Graduate,Divorced,58710.0,Without_Kid,With_Teen,2013-03-31,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,55,1185,1,Single,1
Graduate,Single,45160.0,With_Kid,With_Teen,2014-03-29,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,67,21,1,Single,2
Postgraduate,Married,74806.0,Without_Kid,With_Teen,2012-12-19,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,60,965,1,Partner,1
Graduate,Married,59111.0,Without_Kid,Without_Teen,2013-05-02,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,71,869,0,Partner,0
Postgraduate,Married,18988.0,With_Kid,Without_Teen,2014-05-23,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,41,16,1,Partner,1
Graduate,Married,72190.0,Without_Kid,Without_Teen,2013-02-13,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,60,1947,0,Partner,0
Graduate,Married,7500.0,With_Kid,Without_Teen,2012-08-01,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,1,49,71,1,Partner,1
Graduate,Married,44794.0,Without_Kid,With_Teen,2014-06-08,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,59,65,1,Partner,1
Graduate,Married,80395.0,Without_Kid,Without_Teen,2013-11-23,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,70,1380,0,Partner,0
Postgraduate,Divorced,75012.0,Without_Kid,Without_Teen,2014-01-25,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,49,1027,0,Single,0
Postgraduate,Married,56962.0,With_Kid,With_Teen,2013-10-11,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,60,411,1,Partner,3
Graduate,Together,89891.0,Without_Kid,Without_Teen,2013-04-15,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,34,836,0,Partner,0
Postgraduate,Divorced,35946.0,With_Kid,With_Teen,2013-09-27,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,76,11,1,Single,2
Postgraduate,Together,53593.0,With_Kid,With_Teen,2012-08-07,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,72,480,1,Partner,2
Graduate,Married,66373.0,With_Kid,With_Teen,2013-06-12,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,47,606,1,Partner,2
Postgraduate,Divorced,45072.0,With_Kid,With_Teen,2013-10-16,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0,77,284,1,Single,3
Graduate,Divorced,89694.0,With_Kid,With_Teen,2013-10-09,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,52,1472,1,Single,2
Graduate,Married,72025.0,Without_Kid,Without_Teen,2014-04-29,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,1,76,1677,0,Partner,0
Graduate,Married,67432.0,Without_Kid,With_Teen,2013-03-29,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,0,52,1335,1,Partner,1
Postgraduate,Together,70545.0,Without_Kid,With_Teen,2014-06-03,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,73,334,1,Partner,1
Undergraduate,Married,17487.0,With_Kid,Without_Teen,2013-03-18,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0,36,18,1,Partner,1
Graduate,Together,62882.0,Without_Kid,With_Teen,2012-08-09,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,56,1338,1,Partner,1
Postgraduate,Single,64108.0,Without_Kid,With_Teen,2013-03-23,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0,72,1099,1,Single,1
Postgraduate,Together,34941.0,With_Kid,With_Teen,2013-03-06,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,69,97,1,Partner,2
Postgraduate,Single,48767.0,With_Kid,With_Teen,2014-01-01,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0,75,63,1,Single,3
Undergraduate,Together,38702.0,With_Kid,Without_Teen,2013-08-01,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,0,47,109,1,Partner,1
Graduate,Married,82224.0,Without_Kid,Without_Teen,2014-01-25,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0,61,902,0,Partner,0
Graduate,Together,83844.0,Without_Kid,Without_Teen,2013-05-12,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,73,1574,0,Partner,0
Undergraduate,Married,17003.0,With_Kid,Without_Teen,2013-12-09,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,0,50,38,1,Partner,1
Graduate,Single,71163.0,Without_Kid,Without_Teen,2014-03-09,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,30,960,0,Single,0
Graduate,Single,33697.0,With_Kid,Without_Teen,2013-09-15,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,0,55,28,1,Single,1
Undergraduate,Married,63564.0,Without_Kid,Without_Teen,2014-01-29,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,1,71,1215,0,Partner,0
Postgraduate,Together,83443.0,Without_Kid,Without_Teen,2013-12-31,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,0,53,1497,0,Partner,0
Postgraduate,Together,51518.0,Without_Kid,With_Teen,2013-10-03,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,0,67,449,1,Partner,1
Graduate,Widow,58330.0,Without_Kid,With_Teen,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,50,1064,1,Single,1
Graduate,Married,80952.0,Without_Kid,Without_Teen,2013-02-28,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,1,56,1757,0,Partner,0
Graduate,Together,75507.0,Without_Kid,Without_Teen,2014-05-02,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,46,1440,0,Partner,0
Undergraduate,Together,63855.0,Without_Kid,Without_Teen,2013-02-09,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,47,1006,0,Partner,0
Postgraduate,Together,62220.0,Without_Kid,With_Teen,2012-08-11,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,1,53,1226,1,Partner,1
Graduate,Married,58512.0,Without_Kid,With_Teen,2013-09-19,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,61,1171,1,Partner,1
Postgraduate,Married,40662.0,With_Kid,Without_Teen,2013-03-15,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,0,46,92,1,Partner,1
Postgraduate,Married,38829.0,Without_Kid,With_Teen,2014-04-06,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,0,66,99,1,Partner,1
Undergraduate,Married,35523.0,With_Kid,Without_Teen,2013-10-03,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,0,44,66,1,Partner,1
Graduate,Single,79146.0,With_Kid,With_Teen,2014-04-24,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,58,564,1,Single,2
Postgraduate,Married,78285.0,Without_Kid,Without_Teen,2013-10-28,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,37,1427,0,Partner,0
Postgraduate,Single,31626.0,With_Kid,Without_Teen,2013-05-10,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,1,47,86,1,Single,1
Graduate,Single,75127.0,Without_Kid,Without_Teen,2014-05-22,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,73,833,0,Single,0
Graduate,Married,48726.0,Without_Kid,With_Teen,2013-04-27,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,0,70,242,1,Partner,1
Graduate,Married,74985.0,Without_Kid,Without_Teen,2012-09-11,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,0,48,1869,0,Partner,0
Graduate,Together,67430.0,Without_Kid,Without_Teen,2012-09-05,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,0,38,1364,0,Partner,0
Undergraduate,Married,46891.0,Without_Kid,With_Teen,2013-09-01,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,60,183,1,Partner,1
Postgraduate,Married,62058.0,Without_Kid,With_Teen,2013-05-26,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,69,450,1,Partner,1
Graduate,Married,72063.0,Without_Kid,With_Teen,2013-07-03,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,0,46,758,1,Partner,1
Postgraduate,Married,78939.0,Without_Kid,Without_Teen,2013-12-12,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,74,1507,0,Partner,0
Graduate,Single,42720.0,With_Kid,With_Teen,2013-04-24,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,1,60,654,1,Single,2
Graduate,Married,33622.0,With_Kid,With_Teen,2013-04-13,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0,53,81,1,Partner,2
Postgraduate,Together,6835.0,Without_Kid,With_Teen,2012-12-08,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,0,68,137,1,Partner,1
Graduate,Together,41452.0,With_Kid,With_Teen,2013-03-06,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,72,16,1,Partner,2
Postgraduate,Single,40760.0,Without_Kid,With_Teen,2013-08-30,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,0,60,93,1,Single,1
Postgraduate,Together,74250.0,Without_Kid,Without_Teen,2014-01-26,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,0,67,1158,0,Partner,0
Postgraduate,Single,51124.0,With_Kid,With_Teen,2013-12-18,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0,70,43,1,Single,2
